編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
RPQNMLPLKHMFFEA87DA,39,82.30,住家用,鋼筋混凝土造,66年10月17日,007,四層
RPVNMLQKLHMFFDA38DA,33,34.01,見其他登記事項,鋼筋混凝土造,73年6月8日,015,七層
RPVNMLQKLHMFFDA38DA,33,12.56,共有部分,鋼筋混凝土造,73年6月8日,015,
RPQPMLTJLHMFFCA18DA,36,117.06,住家用,鋼筋混凝土造,69年7月21日,005,二層
RPQQMLLJLHMFFDA57DA,4,187.33,住家用,鋼筋混凝土造,101年9月11日,013,六層
RPQQMLLJLHMFFDA57DA,4,22.40,見其他登記事項,鋼筋混凝土造,101年9月11日,013,
RPQQMLLJLHMFFDA57DA,4,43.85,見其他登記事項,鋼筋混凝土造,101年9月11日,013,
RPQQMLLJLHMFFDA57DA,4,138.49,見其他登記事項,鋼筋混凝土造,101年9月11日,013,
RPPPMLKKLHMFFFA57DA,29,23.66,共有部分,鋼筋混凝土造,76年10月9日,005,
RPPPMLKKLHMFFFA57DA,29,107.75,住家用,鋼筋混凝土造,76年10月9日,005,四層
